rating,title,text,reference,label,confidence,primary_emotion,reason,model,status
5.0,Awesome!,This case is metal and well made. I love that the Amazon card comes in such a nice container. Perfect as a stocking stuffer.,POSITIVE,POSITIVE,0.97,joy,"Awesome, love the metal case",DeepSeek-V4-Flash-0731,ok
5.0,"Delivered fast, Card worked!","This gift card was delivered so quickly!<br />As soon as I got it , I called to check the balance and it had the $25 on it !<br />Worked perfect for me! Would definitely get again or as a gift",POSITIVE,POSITIVE,0.95,joy,"Fast delivery, card worked perfect",DeepSeek-V4-Flash-0731,ok
5.0,Bought for stocking  stuffer.,Bought  for a stocking stuffer.,POSITIVE,NEUTRAL,0.9,anticipation,"Factual purchase, no sentiment",DeepSeek-V4-Flash-0731,ok
5.0,Great!,Great!,POSITIVE,POSITIVE,1.0,joy,Great! repeated,DeepSeek-V4-Flash-0731,ok
5.0,Perfect!,Just what I needed to wrap all those gift cards I have for Christmas.  They all want gift cards but I still like to wrap!,POSITIVE,POSITIVE,0.95,joy,"Perfect, just what I needed",DeepSeek-V4-Flash-0731,ok
5.0,This is great and I love it,"This is great and I love it! I never liked the idea of bringing a gift card to a young kid's birthday party place because a gift card is so small and easily misplaced. But this gift card comes with this sturdy, solid and cute box!!! I put this with my son's hand drawn BD card into a clear gift bag and tied the top with a ribbon. Became a really nice gift!",POSITIVE,POSITIVE,1.0,joy,"Great, love it, nice gift",DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,"It worked, not sure why I have to review this.",POSITIVE,POSITIVE,0.8,trust,Worked as expected; five stars.,DeepSeek-V4-Flash-0731,ok
5.0,Excellent gift giver,I purchased this gift card for my son for christmas it arrived on time. Easy to purchase and i will do it again next season,POSITIVE,POSITIVE,0.95,joy,"Excellent, arrived on time, easy purchase",DeepSeek-V4-Flash-0731,ok
5.0,Perfect Gift,My boyfriend loved it as he is an avid golf player and wanted a new &#34;gadget&#34; (I didn't even know about) he could not justify buying as just a toy so he was able to get it w/o feeling any guilt.  Perfect gift for anyone since so much is available to purchase on Amazon.  Will buy again many times.,POSITIVE,POSITIVE,0.98,joy,"Loved it, perfect gift",DeepSeek-V4-Flash-0731,ok
5.0,Delicious,"Great restaurant; great atmosphere, delicious food.",POSITIVE,POSITIVE,0.95,joy,"delicious, great",DeepSeek-V4-Flash-0731,ok
5.0,Sturdy and well-made,"I was a bit worried when I ordered this for my daughter for a birthday gift but when I got it, I was very happy. It wasn’t damaged at all and I was definitely gift-able.",POSITIVE,POSITIVE,0.95,joy,"very happy, sturdy and well-made",DeepSeek-V4-Flash-0731,ok
5.0,Good,Easy,POSITIVE,POSITIVE,0.9,joy,Good and easy,DeepSeek-V4-Flash-0731,ok
5.0,Christmas Present,My daughter loved the gift.,POSITIVE,POSITIVE,0.98,joy,Daughter loved gift,DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,Gift,POSITIVE,POSITIVE,0.9,joy,Title says Five Stars,DeepSeek-V4-Flash-0731,ok
5.0,"Box was very decorative, didn't need to rewrap it!",A nice Christmas gift.,POSITIVE,POSITIVE,0.95,joy,"decorative, no rewrapping needed, nice gift",DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,Great deal on prime day!,POSITIVE,POSITIVE,1.0,joy,Great deal on prime day,DeepSeek-V4-Flash-0731,ok
5.0,easy reload,Easy reload,POSITIVE,POSITIVE,0.9,joy,Easy reload is a positive convenience.,DeepSeek-V4-Flash-0731,ok
5.0,Stocking stuffers,Size and convenience.. gave them to teenage grandkids for Christmas.,POSITIVE,POSITIVE,0.7,joy,Size and convenience praised,DeepSeek-V4-Flash-0731,ok
5.0,Sold on Amazon!,Applebee’s... the American place to eat,POSITIVE,NEUTRAL,0.7,trust,No clear sentiment; states availability,DeepSeek-V4-Flash-0731,ok
5.0,Nice and Desirable Gift for Any Occasion,Love the look and it's very convenient. It's a nice gift for any occasion.,POSITIVE,POSITIVE,0.95,joy,Love the look and convenient.,DeepSeek-V4-Flash-0731,ok
5.0,A gift card,I literally buy the same gift card for my family every Christmas lol. It’s a gift card. Nothing special. They should offer a bonus. $100 get $10 free.,POSITIVE,NEUTRAL,0.72,trust,"Nothing special, habitual purchase",DeepSeek-V4-Flash-0731,ok
5.0,Great Christmas gift,Fast shipping. Great Christmas gift!,POSITIVE,POSITIVE,0.95,joy,"Fast shipping, great gift praise.",DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,don't even know why I'm writing a review for a gift card,POSITIVE,NEUTRAL,0.9,trust,No sentiment in text,DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,These arrived in the specified time and were as advertised.,POSITIVE,POSITIVE,0.9,trust,"Arrived on time, as advertised.",DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,love it,POSITIVE,POSITIVE,1.0,joy,love it,DeepSeek-V4-Flash-0731,ok
5.0,Giftable,Giftable,POSITIVE,POSITIVE,0.6,trust,Giftable indicates approval,DeepSeek-V4-Flash-0731,ok
5.0,Great Customer Service,Great customer service.  Kept me notified and easy.,POSITIVE,POSITIVE,1.0,trust,Praises great service and communication,DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,Great gift!,POSITIVE,POSITIVE,0.95,joy,Great gift!,DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,PERFECT CHOICE,POSITIVE,POSITIVE,0.98,joy,"Perfect choice, five stars",DeepSeek-V4-Flash-0731,ok
5.0,Easy to do!,Got a bonus with this one and it makes purchases easy.,POSITIVE,POSITIVE,0.9,joy,"Easy, bonus, helpful",DeepSeek-V4-Flash-0731,ok
5.0,Great gift,Much appreciated gift,POSITIVE,POSITIVE,0.95,joy,"Great gift, much appreciated",DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,Great,POSITIVE,POSITIVE,0.95,joy,Says 'Great' and five stars,DeepSeek-V4-Flash-0731,ok
5.0,Nice,Gift. Yes looked nice.,POSITIVE,POSITIVE,0.8,joy,looked nice,DeepSeek-V4-Flash-0731,ok
5.0,Great buy,Great Christmas gift! Can’t go wrong with a gift card!,POSITIVE,POSITIVE,0.95,joy,"Great buy, great gift",DeepSeek-V4-Flash-0731,ok
5.0,Great gift to give anyone,Great gift to give anyone....especially those who are environmentally conscious.  I like the fact that Amazon is concerned about more than just the sale as they have obviously put some thought into this entire product!,POSITIVE,POSITIVE,0.98,joy,"Great gift, likes thoughtful product",DeepSeek-V4-Flash-0731,ok
5.0,Reindeer Gift card,Bought this for a Christmas present. The reindeer ornament is so cute. I really didn't think it would be this cute when I ordered it. Very impressed.,POSITIVE,POSITIVE,0.95,joy,"cute, impressed",DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,An easy process to enable me to use my Amazon account.,POSITIVE,POSITIVE,0.95,trust,"Easy process, five stars",DeepSeek-V4-Flash-0731,ok
5.0,Need a 240 of these,Great gift to myself,POSITIVE,POSITIVE,0.95,joy,Great gift to myself,DeepSeek-V4-Flash-0731,ok
5.0,To be able to reload,Easy Access,POSITIVE,POSITIVE,0.8,joy,Easy access praised,DeepSeek-V4-Flash-0731,ok
5.0,Nice product!,Nice product!,POSITIVE,POSITIVE,0.95,joy,Nice product praise,DeepSeek-V4-Flash-0731,ok
5.0,Perfect gift,"Fast delivery, nice product",POSITIVE,POSITIVE,0.95,joy,"Perfect gift, nice product",DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,always useful,POSITIVE,POSITIVE,0.95,trust,always useful,DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,nothing like a free $10.  THANX,POSITIVE,POSITIVE,0.97,joy,"Free $10, thanks",DeepSeek-V4-Flash-0731,ok
5.0,You can't miss with a gift card,"The gun, bbs were purchased with this gift",POSITIVE,NEUTRAL,0.6,trust,factual purchase statement,DeepSeek-V4-Flash-0731,ok
5.0,Five Stars,Great but get a card on line rather then stand in line,POSITIVE,POSITIVE,0.9,joy,"Great, five stars",DeepSeek-V4-Flash-0731,ok
5.0,Great,Fast,POSITIVE,POSITIVE,1.0,joy,Great and fast,DeepSeek-V4-Flash-0731,ok
5.0,Gift card for my daughter,I like this gift card can be ordered on Amazon and mailed through them as well. My daughter used it without any problems. I’ll prefer more in the future,POSITIVE,POSITIVE,0.9,trust,"likes gift card, no problems",DeepSeek-V4-Flash-0731,ok
